catalogNumber	Title	bibliographicCitation	identifier	creator
626467818	Finding needles in haystacks: linking scientific names, reference specimens and molecular data for Fungi	Database (Oxford) 2014 (2014)	10.1093/database/bau061	Schoch,C.L. Robbertse,B. Robert,V. Vu,D. Cardinali,G. Irinyi,L. Meyer,W. Nilsson,R.H. Hughes,K. Miller,A.N. Kirk,P.M. Abarenkov,K. Aime,M.C. Ariyawansa,H.A. Bidartondo,M. Boekhout,T. Buyck,B. Cai,Q. Chen,J. Crespo,A. Crous,P.W. Damm,U. De Beer,Z.W. Dentinger,B.T. Divakar,P.K. Duenas,M. Feau,N. Fliegerova,K. Garcia,M.A. Ge,Z.W. Griffith,G.W. Groenewald,J.Z. Groenewald,M. Grube,M. Gryzenhout,M. Gueidan,C. Guo,L. Hambleton,S. Hamelin,R. Hansen,K. Hofstetter,V. Hong,S.B. Houbraken,J. Hyde,K.D. Inderbitzin,P. Johnston,P.R. Karunarathna,S.C. Koljalg,U. Kovacs,G.M. Kraichak,E. Krizsan,K. Kurtzman,C.P. Larsson,K.H. Leavitt,S. Letcher,P.M. Liimatainen,K. Liu,J.K. Lodge,D.J. Luangsa-ard,J.J. Lumbsch,H.T. Maharachchikumbura,S.S. Manamgoda,D. Martin,M.P. Minnis,A.M. Moncalvo,J.M. Mule,G. Nakasone,K.K. Niskanen,T. Olariaga,I. Papp,T. Petkovits,T. Pino-Bodas,R. Powell,M.J. Raja,H.A. Redecker,D. Sarmiento-Ramirez,J.M. Seifert,K.A. Shrestha,B. Stenroos,S. Stielow,B. Suh,S.O. Tanaka,K. Tedersoo,L. Telleria,M.T. Udayanga,D. Untereiner,W.A. Dieguez Uribeondo,J. Subbarao,K.V. Vagvolgyi,C. Visagie,C. Voigt,K. Walker,D.M. Weir,B.S. Weiss,M. Wijayawardene,N.N. Wingfield,M.J. Xu,J.P. Yang,Z.L. Zhang,N. Zhuang,W.Y. Federhen,S.
626468205	Finding needles in haystacks: linking scientific names, reference specimens and molecular data for Fungi	Database (Oxford) 2014 (2014)	10.1093/database/bau061	Schoch,C.L. Robbertse,B. Robert,V. Vu,D. Cardinali,G. Irinyi,L. Meyer,W. Nilsson,R.H. Hughes,K. Miller,A.N. Kirk,P.M. Abarenkov,K. Aime,M.C. Ariyawansa,H.A. Bidartondo,M. Boekhout,T. Buyck,B. Cai,Q. Chen,J. Crespo,A. Crous,P.W. Damm,U. De Beer,Z.W. Dentinger,B.T. Divakar,P.K. Duenas,M. Feau,N. Fliegerova,K. Garcia,M.A. Ge,Z.W. Griffith,G.W. Groenewald,J.Z. Groenewald,M. Grube,M. Gryzenhout,M. Gueidan,C. Guo,L. Hambleton,S. Hamelin,R. Hansen,K. Hofstetter,V. Hong,S.B. Houbraken,J. Hyde,K.D. Inderbitzin,P. Johnston,P.R. Karunarathna,S.C. Koljalg,U. Kovacs,G.M. Kraichak,E. Krizsan,K. Kurtzman,C.P. Larsson,K.H. Leavitt,S. Letcher,P.M. Liimatainen,K. Liu,J.K. Lodge,D.J. Luangsa-ard,J.J. Lumbsch,H.T. Maharachchikumbura,S.S. Manamgoda,D. Martin,M.P. Minnis,A.M. Moncalvo,J.M. Mule,G. Nakasone,K.K. Niskanen,T. Olariaga,I. Papp,T. Petkovits,T. Pino-Bodas,R. Powell,M.J. Raja,H.A. Redecker,D. Sarmiento-Ramirez,J.M. Seifert,K.A. Shrestha,B. Stenroos,S. Stielow,B. Suh,S.O. Tanaka,K. Tedersoo,L. Telleria,M.T. Udayanga,D. Untereiner,W.A. Dieguez Uribeondo,J. Subbarao,K.V. Vagvolgyi,C. Visagie,C. Voigt,K. Walker,D.M. Weir,B.S. Weiss,M. Wijayawardene,N.N. Wingfield,M.J. Xu,J.P. Yang,Z.L. Zhang,N. Zhuang,W.Y. Federhen,S.
626468270	Finding needles in haystacks: linking scientific names, reference specimens and molecular data for Fungi	Database (Oxford) 2014 (2014)	10.1093/database/bau061	Schoch,C.L. Robbertse,B. Robert,V. Vu,D. Cardinali,G. Irinyi,L. Meyer,W. Nilsson,R.H. Hughes,K. Miller,A.N. Kirk,P.M. Abarenkov,K. Aime,M.C. Ariyawansa,H.A. Bidartondo,M. Boekhout,T. Buyck,B. Cai,Q. Chen,J. Crespo,A. Crous,P.W. Damm,U. De Beer,Z.W. Dentinger,B.T. Divakar,P.K. Duenas,M. Feau,N. Fliegerova,K. Garcia,M.A. Ge,Z.W. Griffith,G.W. Groenewald,J.Z. Groenewald,M. Grube,M. Gryzenhout,M. Gueidan,C. Guo,L. Hambleton,S. Hamelin,R. Hansen,K. Hofstetter,V. Hong,S.B. Houbraken,J. Hyde,K.D. Inderbitzin,P. Johnston,P.R. Karunarathna,S.C. Koljalg,U. Kovacs,G.M. Kraichak,E. Krizsan,K. Kurtzman,C.P. Larsson,K.H. Leavitt,S. Letcher,P.M. Liimatainen,K. Liu,J.K. Lodge,D.J. Luangsa-ard,J.J. Lumbsch,H.T. Maharachchikumbura,S.S. Manamgoda,D. Martin,M.P. Minnis,A.M. Moncalvo,J.M. Mule,G. Nakasone,K.K. Niskanen,T. Olariaga,I. Papp,T. Petkovits,T. Pino-Bodas,R. Powell,M.J. Raja,H.A. Redecker,D. Sarmiento-Ramirez,J.M. Seifert,K.A. Shrestha,B. Stenroos,S. Stielow,B. Suh,S.O. Tanaka,K. Tedersoo,L. Telleria,M.T. Udayanga,D. Untereiner,W.A. Dieguez Uribeondo,J. Subbarao,K.V. Vagvolgyi,C. Visagie,C. Voigt,K. Walker,D.M. Weir,B.S. Weiss,M. Wijayawardene,N.N. Wingfield,M.J. Xu,J.P. Yang,Z.L. Zhang,N. Zhuang,W.Y. Federhen,S.
626468417	Finding needles in haystacks: linking scientific names, reference specimens and molecular data for Fungi	Database (Oxford) 2014 (2014)	10.1093/database/bau061	Schoch,C.L. Robbertse,B. Robert,V. Vu,D. Cardinali,G. Irinyi,L. Meyer,W. Nilsson,R.H. Hughes,K. Miller,A.N. Kirk,P.M. Abarenkov,K. Aime,M.C. Ariyawansa,H.A. Bidartondo,M. Boekhout,T. Buyck,B. Cai,Q. Chen,J. Crespo,A. Crous,P.W. Damm,U. De Beer,Z.W. Dentinger,B.T. Divakar,P.K. Duenas,M. Feau,N. Fliegerova,K. Garcia,M.A. Ge,Z.W. Griffith,G.W. Groenewald,J.Z. Groenewald,M. Grube,M. Gryzenhout,M. Gueidan,C. Guo,L. Hambleton,S. Hamelin,R. Hansen,K. Hofstetter,V. Hong,S.B. Houbraken,J. Hyde,K.D. Inderbitzin,P. Johnston,P.R. Karunarathna,S.C. Koljalg,U. Kovacs,G.M. Kraichak,E. Krizsan,K. Kurtzman,C.P. Larsson,K.H. Leavitt,S. Letcher,P.M. Liimatainen,K. Liu,J.K. Lodge,D.J. Luangsa-ard,J.J. Lumbsch,H.T. Maharachchikumbura,S.S. Manamgoda,D. Martin,M.P. Minnis,A.M. Moncalvo,J.M. Mule,G. Nakasone,K.K. Niskanen,T. Olariaga,I. Papp,T. Petkovits,T. Pino-Bodas,R. Powell,M.J. Raja,H.A. Redecker,D. Sarmiento-Ramirez,J.M. Seifert,K.A. Shrestha,B. Stenroos,S. Stielow,B. Suh,S.O. Tanaka,K. Tedersoo,L. Telleria,M.T. Udayanga,D. Untereiner,W.A. Dieguez Uribeondo,J. Subbarao,K.V. Vagvolgyi,C. Visagie,C. Voigt,K. Walker,D.M. Weir,B.S. Weiss,M. Wijayawardene,N.N. Wingfield,M.J. Xu,J.P. Yang,Z.L. Zhang,N. Zhuang,W.Y. Federhen,S.
626478931	Finding needles in haystacks: linking scientific names, reference specimens and molecular data for Fungi	Database (Oxford) 2014 (2014)	10.1093/database/bau061	Schoch,C.L. Robbertse,B. Robert,V. Vu,D. Cardinali,G. Irinyi,L. Meyer,W. Nilsson,R.H. Hughes,K. Miller,A.N. Kirk,P.M. Abarenkov,K. Aime,M.C. Ariyawansa,H.A. Bidartondo,M. Boekhout,T. Buyck,B. Cai,Q. Chen,J. Crespo,A. Crous,P.W. Damm,U. De Beer,Z.W. Dentinger,B.T. Divakar,P.K. Duenas,M. Feau,N. Fliegerova,K. Garcia,M.A. Ge,Z.W. Griffith,G.W. Groenewald,J.Z. Groenewald,M. Grube,M. Gryzenhout,M. Gueidan,C. Guo,L. Hambleton,S. Hamelin,R. Hansen,K. Hofstetter,V. Hong,S.B. Houbraken,J. Hyde,K.D. Inderbitzin,P. Johnston,P.R. Karunarathna,S.C. Koljalg,U. Kovacs,G.M. Kraichak,E. Krizsan,K. Kurtzman,C.P. Larsson,K.H. Leavitt,S. Letcher,P.M. Liimatainen,K. Liu,J.K. Lodge,D.J. Luangsa-ard,J.J. Lumbsch,H.T. Maharachchikumbura,S.S. Manamgoda,D. Martin,M.P. Minnis,A.M. Moncalvo,J.M. Mule,G. Nakasone,K.K. Niskanen,T. Olariaga,I. Papp,T. Petkovits,T. Pino-Bodas,R. Powell,M.J. Raja,H.A. Redecker,D. Sarmiento-Ramirez,J.M. Seifert,K.A. Shrestha,B. Stenroos,S. Stielow,B. Suh,S.O. Tanaka,K. Tedersoo,L. Telleria,M.T. Udayanga,D. Untereiner,W.A. Dieguez Uribeondo,J. Subbarao,K.V. Vagvolgyi,C. Visagie,C. Voigt,K. Walker,D.M. Weir,B.S. Weiss,M. Wijayawardene,N.N. Wingfield,M.J. Xu,J.P. Yang,Z.L. Zhang,N. Zhuang,W.Y. Federhen,S.
626480789	Finding needles in haystacks: linking scientific names, reference specimens and molecular data for Fungi	Database (Oxford) 2014 (2014)	10.1093/database/bau061	Schoch,C.L. Robbertse,B. Robert,V. Vu,D. Cardinali,G. Irinyi,L. Meyer,W. Nilsson,R.H. Hughes,K. Miller,A.N. Kirk,P.M. Abarenkov,K. Aime,M.C. Ariyawansa,H.A. Bidartondo,M. Boekhout,T. Buyck,B. Cai,Q. Chen,J. Crespo,A. Crous,P.W. Damm,U. De Beer,Z.W. Dentinger,B.T. Divakar,P.K. Duenas,M. Feau,N. Fliegerova,K. Garcia,M.A. Ge,Z.W. Griffith,G.W. Groenewald,J.Z. Groenewald,M. Grube,M. Gryzenhout,M. Gueidan,C. Guo,L. Hambleton,S. Hamelin,R. Hansen,K. Hofstetter,V. Hong,S.B. Houbraken,J. Hyde,K.D. Inderbitzin,P. Johnston,P.R. Karunarathna,S.C. Koljalg,U. Kovacs,G.M. Kraichak,E. Krizsan,K. Kurtzman,C.P. Larsson,K.H. Leavitt,S. Letcher,P.M. Liimatainen,K. Liu,J.K. Lodge,D.J. Luangsa-ard,J.J. Lumbsch,H.T. Maharachchikumbura,S.S. Manamgoda,D. Martin,M.P. Minnis,A.M. Moncalvo,J.M. Mule,G. Nakasone,K.K. Niskanen,T. Olariaga,I. Papp,T. Petkovits,T. Pino-Bodas,R. Powell,M.J. Raja,H.A. Redecker,D. Sarmiento-Ramirez,J.M. Seifert,K.A. Shrestha,B. Stenroos,S. Stielow,B. Suh,S.O. Tanaka,K. Tedersoo,L. Telleria,M.T. Udayanga,D. Untereiner,W.A. Dieguez Uribeondo,J. Subbarao,K.V. Vagvolgyi,C. Visagie,C. Voigt,K. Walker,D.M. Weir,B.S. Weiss,M. Wijayawardene,N.N. Wingfield,M.J. Xu,J.P. Yang,Z.L. Zhang,N. Zhuang,W.Y. Federhen,S.
2227868584	First insights on the diversity of the genus Ostreopsis (Dinophyceae, Gonyaulacales) in Guadeloupe Island, with emphasis on the phylogenetic position of O. heptagona	Eur. J. Protistol. 83, 125875 (2022)	10.1016/j.ejop.2022.125875	Boisnoir,A. Bilien,G. Lemee,R. Chomerat,N.
2227868585	First insights on the diversity of the genus Ostreopsis (Dinophyceae, Gonyaulacales) in Guadeloupe Island, with emphasis on the phylogenetic position of O. heptagona	Eur. J. Protistol. 83, 125875 (2022)	10.1016/j.ejop.2022.125875	Boisnoir,A. Bilien,G. Lemee,R. Chomerat,N.
2227868586	First insights on the diversity of the genus Ostreopsis (Dinophyceae, Gonyaulacales) in Guadeloupe Island, with emphasis on the phylogenetic position of O. heptagona	Eur. J. Protistol. 83, 125875 (2022)	10.1016/j.ejop.2022.125875	Boisnoir,A. Bilien,G. Lemee,R. Chomerat,N.
2227868587	First insights on the diversity of the genus Ostreopsis (Dinophyceae, Gonyaulacales) in Guadeloupe Island, with emphasis on the phylogenetic position of O. heptagona	Eur. J. Protistol. 83, 125875 (2022)	10.1016/j.ejop.2022.125875	Boisnoir,A. Bilien,G. Lemee,R. Chomerat,N.
1050771034	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1050771134	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1050771135	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1050771136	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1050771137	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1050771138	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1050771139	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1050771140	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1050771141	Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease	Estuaries Coast 39 (5), 1403-1421 (2016)	10.1007/s12237-016-0087-z	Martin,D.L. Chiari,Y. Boone,E. Sherman,T. Ross,C. Wyllie-Echeverria,S. Gaydos,J.K. Boettcher,A.A.
1240296531	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296532	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296533	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296534	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296535	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296536	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296537	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296538	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296539	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296540	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296541	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
1240296542	Gall-forming protistan parasites infect southern bull-kelp across the Southern Ocean, with prevalence increasing to the south	Mar Ecol Prog Ser (2017) Vol. 583: 95–106	https://doi.org/10.3354/meps12346	Blake,C. Thiel,M. Lopez,B.A. Fraser,C.I.
859083751	Genetic and phenotypic diversity characterization of natural populations of the parasitoid Parvilucifera sinerae	AME 76, 117-132 (2015)	10.3354/ame01771	Turon,M. Alacid,E. Figueroa,R.I. Rene,A. Ferrera,I. Bravo,I. Ramilo,I. Garces,E.
859083757	Genetic and phenotypic diversity characterization of natural populations of the parasitoid Parvilucifera sinerae	AME 76, 117-132 (2015)	10.3354/ame01771	Turon,M. Alacid,E. Figueroa,R.I. Rene,A. Ferrera,I. Bravo,I. Ramilo,I. Garces,E.
327335576	Genetic diversity of Amoebophryidae (Syndiniales) during Alexandrium catenella/tamarense (Dinophyceae) blooms in the Thau lagoon (Mediterranean Sea, France)	Res. Microbiol. 162 (9), 959-968 (2011)	10.1016/j.resmic.2011.03.002	Chambouvet,A. Laabir,M. Sengco,M. Vaquer,A. Guillou,L.
60116759	Genetic diversity of parasitic dinoflagellates in the genus Amoebophrya and its relationshipo to parasite biology and biogeography	J. Eukaryot. Microbl. 55(1), 1-8 (2008)	10.1111/j.1550-7408.2007.00295.x	Kim,S. Park,M.G. Kim,K.-Y. Kim,C.-H. Yih,W. Coats,D.W.
60116760	Genetic diversity of parasitic dinoflagellates in the genus Amoebophrya and its relationshipo to parasite biology and biogeography	J. Eukaryot. Microbl. 55(1), 1-8 (2008)	10.1111/j.1550-7408.2007.00295.x	Kim,S. Park,M.G. Kim,K.-Y. Kim,C.-H. Yih,W. Coats,D.W.
612507318	Gromochytrium mamkaevae gen. & sp. nov. and two new orders: Gromochytriales and Mesochytriales (Chytridiomycetes)	Persoonia 32, 115-126 (2014)	https://doi.org/10.3767/003158514X680234	Karpov,S.A. Kobseva,A.A. Mamkaeva,M.A. Mamkaeva,K.A. Mikhailov,K.V. Mirzaeva,G.S. Aleoshin,V.V.
825706276	Gromochytrium mamkaevae gen. & sp. nov. and two new orders: Gromochytriales and Mesochytriales (Chytridiomycetes)	Persoonia 32, 115-126 (2014)	10.3767/003158514X680234	Karpov,S.A. Kobseva,A.A. Mamkaeva,M.A. Mamkaeva,K.A. Mikhailov,K.V. Mirzaeva,G.S. Aleoshin,V.V.
1215710451	Hidden diversity in the oomycete genus Olpidiopsis is a potential hazard to red algal cultivation and conservation worldwide	European Journal of Phycology	10.1080/09670262.2019.1664769	Badis,Y. Strittmatter,M. Klochkova,T.A. Kim,G.H. Gachon,C.M.M.
1215710452	Hidden diversity in the oomycete genus Olpidiopsis is a potential hazard to red algal cultivation and conservation worldwide	European Journal of Phycology	10.1080/09670262.2019.1664769	Badis,Y. Strittmatter,M. Klochkova,T.A. Kim,G.H. Gachon,C.M.M.
1215710453	Hidden diversity in the oomycete genus Olpidiopsis is a potential hazard to red algal cultivation and conservation worldwide	European Journal of Phycology	10.1080/09670262.2019.1664769	Badis,Y. Strittmatter,M. Klochkova,T.A. Kim,G.H. Gachon,C.M.M.
1215710461	Hidden diversity in the oomycete genus Olpidiopsis is a potential hazard to red algal cultivation and conservation worldwide	European Journal of Phycology	10.1080/09670262.2019.1664769	Badis,Y. Strittmatter,M. Klochkova,T.A. Kim,G.H. Gachon,C.M.M.
1777430684	Host preferences of coexisting Perkinsea parasitoids during coastal dinoflagellate blooms	Mol Ecol 30, 2417-2433 (2021)	10.1111/mec.15895	Rene,A. Timoneda,N. Sampedro,N. Alacid,E. Gallisai,R. Gordi,A.D. Fernandez-Valero,M.C. Pernice,E.F. Garces,E.
1854304812	Host preferences of coexisting Perkinsea parasitoids during coastal dinoflagellate blooms	Mol Ecol 30, 2417-2433 (2021)	10.1111/mec.15895	Rene,A. Timoneda,N. Sampedro,N. Alacid,E. Fernandez-Valero,A.D. Gordi,J. Gallisai,R. Pernice,M.C. Flo,E. Garces,E.
1854304813	Host preferences of coexisting Perkinsea parasitoids during coastal dinoflagellate blooms	Mol Ecol 30, 2417-2433 (2021)	10.1111/mec.15895	Rene,A. Timoneda,N. Sampedro,N. Alacid,E. Fernandez-Valero,A.D. Gordi,J. Gallisai,R. Pernice,M.C. Flo,E. Garces,E.
1854304814	Host preferences of coexisting Perkinsea parasitoids during coastal dinoflagellate blooms	Mol Ecol 30, 2417-2433 (2021)	10.1111/mec.15895	Rene,A. Timoneda,N. Sampedro,N. Alacid,E. Fernandez-Valero,A.D. Gordi,J. Gallisai,R. Pernice,M.C. Flo,E. Garces,E.
1854304815	Host preferences of coexisting Perkinsea parasitoids during coastal dinoflagellate blooms	Mol Ecol 30, 2417-2433 (2021)	10.1111/mec.15895	Rene,A. Timoneda,N. Sampedro,N. Alacid,E. Fernandez-Valero,A.D. Gordi,J. Gallisai,R. Pernice,M.C. Flo,E. Garces,E.
1854304816	Host preferences of coexisting Perkinsea parasitoids during coastal dinoflagellate blooms	Mol Ecol 30, 2417-2433 (2021)	10.1111/mec.15895	Rene,A. Timoneda,N. Sampedro,N. Alacid,E. Fernandez-Valero,A.D. Gordi,J. Gallisai,R. Pernice,M.C. Flo,E. Garces,E.
1854304817	Host preferences of coexisting Perkinsea parasitoids during coastal dinoflagellate blooms	Mol Ecol 30, 2417-2433 (2021)	10.1111/mec.15895	Rene,A. Timoneda,N. Sampedro,N. Alacid,E. Fernandez-Valero,A.D. Gordi,J. Gallisai,R. Pernice,M.C. Flo,E. Garces,E.
1854304818	Host preferences of coexisting Perkinsea parasitoids during coastal dinoflagellate blooms	Mol Ecol 30, 2417-2433 (2021)	10.1111/mec.15895	Rene,A. Timoneda,N. Sampedro,N. Alacid,E. Fernandez-Valero,A.D. Gordi,J. Gallisai,R. Pernice,M.C. Flo,E. Garces,E.
10432428	Hyaloraphidium curvatum is not a green alga, but a lower fungus; Amoebidium parasiticum is not a fungus, but a member of the DRIPs	Protist 151 (3), 253-262 (2000)	https://doi.org/10.1078/1434-4610-00023	Ustinova,I. Krienitz,L. Huss,V.A.
